campaign_id,customer_id,marketing_event,event_timestamp
CMP-5,7,email_sent,2025-06-13T21:16:15
CMP-1,7,email_sent,2025-06-28T23:16:15
CMP-2,8,email_sent,2024-09-13T20:16:15
CMP-7,8,email_click,2025-07-26T11:16:15
CMP-1,8,email_sent,2025-04-09T07:16:15
CMP-7,8,email_open,2024-10-10T21:16:15
CMP-4,8,email_sent,2025-06-04T13:16:15
CMP-7,8,email_sent,2025-01-19T05:16:15
CMP-3,8,email_click,2024-07-19T15:16:15
CMP-1,8,email_open,2025-05-01T13:16:15
CMP-5,8,email_sent,2025-01-17T00:16:15
CMP-3,8,email_sent,2024-06-11T03:16:15
CMP-4,8,email_sent,2025-01-24T13:16:15
CMP-2,8,email_sent,2025-04-30T11:16:15
CMP-2,8,email_open,2024-06-23T03:16:15
CMP-2,8,email_sent,2024-11-27T21:16:15
CMP-4,8,email_sent,2024-11-11T09:16:15
CMP-5,8,email_sent,2025-06-26T00:16:15
CMP-7,8,email_click,2024-10-31T08:16:15
CMP-1,8,email_click,2024-11-20T00:16:15
CMP-2,8,email_sent,2024-11-06T03:16:15
CMP-7,8,email_open,2024-11-29T05:16:15
CMP-4,8,email_sent,2025-11-06T04:16:15
CMP-3,8,email_sent,2025-02-14T11:16:15
CMP-5,8,email_open,2025-06-03T18:16:15
CMP-5,9,email_click,2024-07-03T04:16:15
CMP-6,9,email_click,2025-04-01T21:16:15
CMP-2,9,email_open,2025-02-24T08:16:15
CMP-1,9,email_sent,2025-10-12T12:16:15
CMP-2,10,email_open,2024-10-21T04:16:15
CMP-2,10,email_sent,2025-02-26T18:16:15
CMP-4,10,email_open,2024-07-05T14:16:15
CMP-5,10,email_sent,2025-01-13T16:16:15
CMP-5,10,email_open,2024-08-22T11:16:15
CMP-1,10,email_sent,2024-06-15T10:16:15
CMP-6,10,email_sent,2024-06-29T14:16:15
CMP-2,10,email_click,2024-10-14T20:16:15
CMP-1,10,email_sent,2025-08-19T19:16:15
CMP-3,10,email_open,2024-10-22T21:16:15
CMP-1,10,email_sent,2025-02-28T00:16:15
CMP-6,10,email_sent,2025-10-27T12:16:15
CMP-6,10,email_sent,2025-03-30T03:16:15
CMP-2,11,email_sent,2025-07-14T12:16:15
CMP-3,11,email_click,2025-01-01T10:16:15
CMP-2,11,email_sent,2025-05-15T20:16:15
CMP-1,11,email_click,2025-05-16T19:16:15
CMP-5,11,email_open,2024-11-24T02:16:15
CMP-5,11,email_sent,2025-01-21T14:16:15
CMP-2,11,email_open,2024-11-08T16:16:15
CMP-7,11,email_open,2025-11-05T01:16:15
CMP-2,11,email_open,2024-10-28T23:16:15
CMP-4,11,email_sent,2025-03-23T18:16:15
CMP-2,11,email_sent,2025-04-06T18:16:15
CMP-5,11,email_click,2025-09-01T22:16:15
CMP-6,11,email_click,2025-10-31T05:16:15
CMP-6,11,email_click,2025-01-25T11:16:15
CMP-5,12,email_sent,2024-07-01T19:16:15
CMP-7,12,email_open,2025-07-09T15:16:15
CMP-1,12,email_sent,2025-10-03T18:16:15
CMP-5,12,email_sent,2025-01-10T01:16:15
CMP-1,12,email_sent,2025-02-18T11:16:15
CMP-4,12,email_open,2025-01-04T01:16:15
CMP-5,12,email_sent,2024-12-29T20:16:15
CMP-4,12,email_sent,2025-11-04T01:16:15
CMP-6,12,email_click,2025-02-28T15:16:15
CMP-4,12,email_sent,2024-11-06T16:16:15
CMP-4,12,email_sent,2025-03-29T23:16:15
CMP-6,13,email_sent,2024-10-25T06:16:15
CMP-7,13,email_click,2024-11-13T23:16:15
CMP-1,13,email_open,2024-12-26T07:16:15
CMP-1,13,email_sent,2025-10-24T21:16:15
CMP-4,13,email_click,2025-02-24T21:16:15
CMP-7,13,email_click,2025-07-19T14:16:15
CMP-1,13,email_sent,2024-11-25T12:16:15
CMP-7,13,email_open,2025-08-25T22:16:15
CMP-2,13,email_open,2025-10-13T22:16:15
CMP-4,13,email_open,2024-12-08T17:16:15
CMP-5,13,email_sent,2025-09-30T13:16:15
CMP-7,13,email_click,2025-03-25T05:16:15
CMP-4,13,email_open,2025-03-01T12:16:15
CMP-6,13,email_sent,2024-08-30T15:16:15
CMP-5,13,email_sent,2024-12-21T21:16:15
CMP-2,13,email_sent,2025-11-10T07:16:15
CMP-7,13,email_sent,2024-09-19T14:16:15
CMP-4,13,email_open,2025-10-14T04:16:15
CMP-1,13,email_sent,2025-02-08T03:16:15
CMP-4,13,email_sent,2024-11-24T00:16:15
CMP-5,13,email_open,2024-09-03T11:16:15
CMP-3,13,email_sent,2025-03-18T13:16:15
CMP-6,14,email_click,2025-10-04T21:16:15
CMP-5,14,email_sent,2024-08-12T04:16:15
CMP-5,14,email_sent,2025-03-12T02:16:15
CMP-2,14,email_sent,2024-09-04T13:16:15
CMP-6,14,email_sent,2025-08-21T13:16:15
CMP-5,14,email_sent,2025-06-15T11:16:15
CMP-3,14,email_open,2025-02-09T16:16:15
CMP-6,14,email_click,2025-03-27T20:16:15
CMP-7,14,email_sent,2024-11-22T02:16:15
CMP-1,14,email_open,2025-05-12T22:16:15
CMP-3,14,email_open,2024-11-06T00:16:15
CMP-2,15,email_click,2025-01-12T23:16:15
CMP-1,15,email_sent,2024-12-29T15:16:15
CMP-2,15,email_sent,2025-11-08T13:16:15
CMP-2,15,email_sent,2024-11-26T07:16:15
CMP-6,15,email_open,2024-11-27T00:16:15
CMP-4,15,email_click,2025-06-12T14:16:15
CMP-2,15,email_sent,2025-06-12T15:16:15
CMP-2,15,email_sent,2024-11-17T12:16:15
CMP-7,15,email_click,2025-05-01T01:16:15
CMP-5,15,email_click,2024-07-01T06:16:15
CMP-2,15,email_click,2025-11-24T23:16:15
CMP-7,15,email_open,2025-08-28T19:16:15
CMP-1,16,email_sent,2025-04-02T02:16:15
CMP-7,16,email_open,2025-07-17T01:16:15
CMP-4,16,email_open,2025-03-16T03:16:15
CMP-3,16,email_sent,2025-04-19T13:16:15
CMP-4,16,email_open,2024-11-27T00:16:15
CMP-7,16,email_open,2024-09-11T17:16:15
CMP-1,17,email_sent,2025-03-12T08:16:15
CMP-5,17,email_open,2025-04-19T01:16:15
CMP-7,17,email_open,2024-09-02T02:16:15
CMP-7,17,email_click,2025-05-21T08:16:15
CMP-1,17,email_sent,2025-05-15T20:16:15
CMP-1,17,email_sent,2025-09-06T08:16:15
CMP-3,17,email_open,2025-07-01T02:16:15
CMP-7,17,email_sent,2025-03-26T16:16:15
CMP-1,17,email_open,2025-05-19T11:16:15
CMP-1,17,email_open,2024-12-19T14:16:15
CMP-4,17,email_sent,2024-09-08T19:16:15
CMP-1,17,email_open,2025-06-21T19:16:15
CMP-2,17,email_open,2025-09-12T01:16:15
CMP-5,17,email_sent,2025-04-16T18:16:15
CMP-2,17,email_click,2025-07-01T21:16:15
CMP-2,17,email_click,2024-07-16T05:16:15
CMP-2,17,email_open,2024-10-10T16:16:15
CMP-5,17,email_open,2024-06-28T02:16:15
CMP-5,17,email_sent,2024-07-20T03:16:15
CMP-2,17,email_click,2025-10-20T22:16:15
CMP-4,17,email_open,2024-11-28T17:16:15
CMP-5,17,email_open,2025-08-23T19:16:15
CMP-4,17,email_click,2024-11-10T20:16:15
CMP-1,18,email_sent,2025-10-31T11:16:15
CMP-4,18,email_click,2025-08-12T03:16:15
CMP-3,18,email_sent,2025-03-23T16:16:15
CMP-4,18,email_sent,2025-11-15T21:16:15
CMP-5,18,email_sent,2025-11-06T06:16:15
CMP-7,18,email_click,2025-07-10T07:16:15
CMP-6,18,email_click,2025-11-29T15:16:15
CMP-5,18,email_open,2025-06-19T01:16:15
CMP-2,18,email_open,2024-12-06T05:16:15
CMP-6,18,email_open,2025-04-10T19:16:15
CMP-5,18,email_click,2024-08-20T11:16:15
CMP-4,18,email_sent,2025-05-08T19:16:15
CMP-6,18,email_sent,2025-06-16T01:16:15
CMP-2,18,email_sent,2025-07-14T09:16:15
CMP-3,18,email_open,2024-10-11T03:16:15
CMP-7,18,email_open,2024-07-16T10:16:15
CMP-2,18,email_sent,2024-10-20T10:16:15
CMP-4,18,email_sent,2025-08-14T16:16:15
CMP-5,18,email_click,2025-09-18T21:16:15
CMP-7,18,email_sent,2025-11-09T18:16:15
CMP-7,18,email_open,2024-07-19T04:16:15
CMP-5,18,email_click,2025-05-22T01:16:15
CMP-2,18,email_sent,2025-03-16T13:16:15
CMP-7,18,email_sent,2024-12-16T18:16:15
CMP-5,18,email_open,2024-09-23T21:16:15
CMP-1,19,email_click,2025-05-13T12:16:15
CMP-1,19,email_open,2025-02-24T09:16:15
CMP-7,19,email_click,2025-05-20T19:16:15
CMP-7,19,email_sent,2025-11-09T20:16:15
CMP-4,19,email_open,2025-05-20T06:16:15
CMP-7,19,email_open,2025-11-21T15:16:15
CMP-2,20,email_click,2024-11-12T09:16:15
CMP-5,20,email_sent,2025-10-17T07:16:15
CMP-1,20,email_click,2025-07-29T20:16:15
CMP-3,20,email_open,2025-01-02T12:16:15
CMP-2,20,email_sent,2025-01-26T12:16:15
CMP-7,20,email_sent,2025-10-08T18:16:15
CMP-4,20,email_click,2024-11-02T07:16:15
CMP-4,20,email_sent,2024-11-23T07:16:15
CMP-5,20,email_sent,2025-11-25T19:16:15
CMP-5,20,email_sent,2025-07-13T22:16:15
CMP-2,20,email_click,2024-09-17T07:16:15
CMP-7,20,email_open,2025-03-06T14:16:15
CMP-2,20,email_open,2024-07-22T13:16:15
CMP-7,20,email_sent,2025-02-08T07:16:15
CMP-2,20,email_open,2024-09-23T11:16:15
CMP-2,20,email_open,2025-04-27T13:16:15
CMP-5,20,email_click,2024-09-24T02:16:15
CMP-4,20,email_click,2024-07-02T07:16:15
CMP-4,20,email_sent,2024-09-26T08:16:15
CMP-6,20,email_open,2024-09-25T00:16:15
CMP-4,20,email_sent,2025-05-20T16:16:15
CMP-7,20,email_open,2024-10-26T18:16:15
CMP-4,20,email_sent,2025-01-02T07:16:15
CMP-4,20,email_sent,2024-12-18T17:16:15
CMP-3,21,email_sent,2024-10-07T19:16:15
CMP-5,21,email_open,2025-01-13T09:16:15
CMP-5,21,email_sent,2024-12-31T19:16:15
CMP-5,21,email_open,2025-02-05T17:16:15
CMP-5,21,email_sent,2025-03-28T03:16:15
CMP-4,21,email_sent,2025-03-09T17:16:15
CMP-6,21,email_open,2025-03-24T02:16:15
CMP-4,21,email_sent,2024-09-25T03:16:15
CMP-5,21,email_sent,2025-11-06T14:16:15
CMP-2,21,email_open,2024-10-19T16:16:15
CMP-4,21,email_sent,2025-02-04T22:16:15
CMP-4,21,email_sent,2025-06-29T18:16:15
CMP-3,22,email_sent,2025-03-22T16:16:15
CMP-7,22,email_click,2024-12-29T20:16:15
CMP-4,22,email_open,2025-08-14T17:16:15
CMP-3,22,email_open,2025-03-24T00:16:15
CMP-4,22,email_open,2025-05-09T18:16:15
CMP-5,22,email_sent,2025-09-08T00:16:15
CMP-1,22,email_sent,2024-08-11T05:16:15
CMP-6,22,email_open,2025-04-05T21:16:15
CMP-6,22,email_sent,2025-07-07T06:16:15
CMP-7,22,email_sent,2024-11-24T22:16:15
CMP-1,22,email_sent,2025-04-15T05:16:15
CMP-4,22,email_sent,2025-11-30T06:16:15
CMP-4,22,email_click,2025-05-19T00:16:15
CMP-4,22,email_sent,2024-12-12T11:16:15
CMP-7,22,email_open,2024-12-07T14:16:15
CMP-5,22,email_sent,2024-09-04T17:16:15
CMP-1,22,email_click,2025-11-11T09:16:15
CMP-6,23,email_sent,2024-10-14T11:16:15
CMP-1,23,email_sent,2024-11-22T00:16:15
CMP-4,23,email_open,2025-04-26T09:16:15
CMP-1,23,email_open,2025-09-07T20:16:15
CMP-2,23,email_sent,2025-03-07T07:16:15
CMP-7,23,email_sent,2025-07-09T17:16:15
CMP-5,23,email_sent,2025-11-28T21:16:15
CMP-3,23,email_sent,2024-07-09T10:16:15
CMP-3,23,email_sent,2024-10-23T09:16:15
CMP-3,23,email_sent,2025-07-07T04:16:15
CMP-4,23,email_sent,2025-10-27T18:16:15
CMP-2,23,email_sent,2024-06-13T03:16:15
CMP-4,23,email_open,2024-10-10T20:16:15
CMP-3,23,email_click,2025-01-24T22:16:15
CMP-5,23,email_open,2025-10-13T14:16:15
CMP-5,23,email_sent,2025-04-11T07:16:15
CMP-4,23,email_sent,2025-03-15T08:16:15
CMP-6,24,email_click,2025-04-04T06:16:15
CMP-6,24,email_sent,2025-05-23T02:16:15
CMP-4,24,email_sent,2025-06-07T11:16:15
CMP-5,24,email_open,2024-10-04T16:16:15
CMP-6,24,email_open,2025-02-14T19:16:15
CMP-2,24,email_open,2024-09-24T01:16:15
CMP-2,24,email_sent,2024-12-09T11:16:15
CMP-3,24,email_sent,2024-12-24T15:16:15
CMP-2,24,email_click,2024-12-08T17:16:15
CMP-7,24,email_sent,2025-03-26T22:16:15
CMP-3,24,email_open,2025-04-08T11:16:15
CMP-3,24,email_open,2025-03-22T13:16:15
CMP-4,24,email_open,2025-01-14T09:16:15
CMP-4,24,email_sent,2024-12-25T17:16:15
CMP-6,24,email_sent,2025-10-17T17:16:15
CMP-4,24,email_open,2025-11-27T16:16:15
CMP-2,24,email_click,2024-06-15T10:16:15
CMP-7,24,email_click,2024-08-31T13:16:15
CMP-4,25,email_sent,2024-12-07T04:16:15
CMP-4,25,email_sent,2025-06-29T06:16:15
CMP-5,25,email_click,2024-06-25T14:16:15
CMP-1,25,email_open,2025-01-03T10:16:15
CMP-2,25,email_click,2025-09-27T00:16:15
CMP-6,25,email_sent,2025-07-15T01:16:15
CMP-3,25,email_open,2025-02-06T05:16:15
CMP-3,26,email_open,2025-09-24T03:16:15
CMP-1,26,email_open,2025-08-04T10:16:15
CMP-6,26,email_sent,2025-09-24T20:16:15
CMP-3,26,email_sent,2024-11-13T08:16:15
CMP-7,26,email_open,2024-09-05T20:16:15
CMP-4,26,email_sent,2025-08-10T13:16:15
CMP-1,26,email_sent,2025-03-09T22:16:15
CMP-3,26,email_click,2025-08-02T23:16:15
CMP-7,26,email_sent,2024-12-22T14:16:15
CMP-5,27,email_click,2025-07-18T23:16:15
CMP-6,27,email_sent,2025-09-29T03:16:15
CMP-2,27,email_open,2025-08-31T09:16:15
CMP-5,27,email_click,2024-11-30T22:16:15
CMP-1,27,email_sent,2025-04-25T22:16:15
CMP-4,27,email_sent,2025-02-12T00:16:15
CMP-7,27,email_sent,2025-06-19T14:16:15
CMP-6,27,email_sent,2025-07-07T13:16:15
CMP-5,27,email_open,2024-06-18T05:16:15
CMP-1,27,email_click,2025-08-10T22:16:15
CMP-2,27,email_sent,2025-04-06T15:16:15
CMP-2,27,email_sent,2025-09-01T17:16:15
CMP-6,27,email_sent,2025-06-01T11:16:15
CMP-5,27,email_open,2024-12-24T01:16:15
CMP-3,27,email_sent,2024-12-01T21:16:15
CMP-6,27,email_open,2025-02-24T03:16:15
CMP-6,27,email_open,2024-09-03T21:16:15
CMP-2,27,email_open,2025-10-24T02:16:15
CMP-4,27,email_sent,2024-08-10T06:16:15
CMP-2,27,email_open,2024-11-26T21:16:15
CMP-2,27,email_sent,2024-10-30T17:16:15
CMP-1,27,email_sent,2024-07-10T06:16:15
CMP-6,27,email_click,2025-03-22T10:16:15
CMP-2,27,email_open,2024-07-19T10:16:15
CMP-5,27,email_sent,2024-11-21T20:16:15
CMP-3,28,email_sent,2025-11-30T07:16:15
CMP-7,28,email_sent,2025-01-17T23:16:15
CMP-1,28,email_sent,2024-09-26T09:16:15
CMP-1,28,email_sent,2025-04-22T01:16:15
CMP-4,28,email_sent,2024-11-06T08:16:15
CMP-6,28,email_sent,2025-05-31T19:16:15
CMP-4,28,email_open,2024-12-23T01:16:15
CMP-5,28,email_open,2024-08-19T09:16:15
CMP-5,28,email_open,2025-10-22T01:16:15
CMP-3,28,email_sent,2024-08-27T20:16:15
CMP-4,28,email_click,2024-07-04T06:16:15
CMP-7,28,email_click,2024-06-10T14:16:15
CMP-4,28,email_click,2025-08-07T21:16:15
CMP-4,28,email_click,2024-11-25T14:16:15
CMP-6,28,email_click,2024-07-24T21:16:15
CMP-3,28,email_open,2025-07-12T21:16:15
CMP-1,28,email_sent,2024-12-09T01:16:15
CMP-3,28,email_open,2024-10-14T04:16:15
CMP-3,28,email_open,2024-08-17T21:16:15
CMP-5,28,email_open,2024-12-10T05:16:15
CMP-3,28,email_open,2025-09-04T15:16:15
CMP-6,28,email_sent,2024-12-29T11:16:15
CMP-5,29,email_sent,2024-08-13T21:16:15
CMP-5,29,email_click,2025-08-02T16:16:15
CMP-6,29,email_open,2025-10-20T12:16:15
CMP-2,29,email_open,2025-10-29T09:16:15
CMP-6,29,email_sent,2024-08-09T17:16:15
CMP-6,29,email_sent,2025-10-01T01:16:15
CMP-4,29,email_click,2025-03-01T14:16:15
CMP-7,29,email_open,2024-12-29T00:16:15
CMP-4,29,email_open,2024-10-29T21:16:15
CMP-2,29,email_sent,2025-03-31T12:16:15
CMP-6,29,email_open,2025-03-14T14:16:15
CMP-7,29,email_sent,2024-06-15T10:16:15
CMP-3,29,email_open,2025-01-11T23:16:15
CMP-6,29,email_sent,2025-07-14T09:16:15
CMP-2,29,email_sent,2025-08-02T08:16:15
CMP-7,29,email_open,2025-12-02T05:16:15
CMP-5,29,email_click,2024-10-07T08:16:15
CMP-2,29,email_sent,2025-07-30T21:16:15
CMP-6,29,email_click,2025-09-23T16:16:15
CMP-5,29,email_sent,2024-12-01T20:16:15
CMP-2,29,email_sent,2025-06-23T02:16:15
CMP-4,30,email_sent,2025-08-25T04:16:15
CMP-5,30,email_sent,2025-08-06T05:16:15
CMP-2,30,email_open,2024-11-30T14:16:15
CMP-7,30,email_sent,2025-04-15T15:16:15
CMP-6,30,email_sent,2024-07-23T02:16:15
CMP-4,30,email_click,2025-06-11T18:16:15
CMP-3,31,email_sent,2025-10-01T21:16:15
CMP-3,31,email_open,2025-01-27T01:16:15
CMP-5,31,email_sent,2025-04-02T20:16:15
CMP-3,31,email_open,2024-06-25T15:16:15
CMP-3,31,email_sent,2025-07-06T23:16:15
CMP-4,31,email_sent,2024-08-01T02:16:15
CMP-2,31,email_sent,2024-12-01T06:16:15
CMP-1,31,email_sent,2025-01-24T14:16:15
CMP-4,31,email_sent,2025-06-06T20:16:15
CMP-7,31,email_open,2024-06-18T00:16:15
CMP-2,31,email_click,2024-10-08T23:16:15
CMP-4,31,email_click,2025-09-22T07:16:15
CMP-4,31,email_open,2024-08-23T18:16:15
CMP-4,31,email_sent,2025-06-30T16:16:15
CMP-2,31,email_sent,2025-09-17T16:16:15
CMP-4,31,email_sent,2024-11-20T20:16:15
CMP-7,31,email_sent,2024-10-02T01:16:15
CMP-2,31,email_open,2024-09-30T17:16:15
CMP-5,31,email_open,2024-12-19T07:16:15
CMP-6,31,email_sent,2025-02-21T20:16:15
CMP-7,31,email_sent,2024-09-23T07:16:15
CMP-4,31,email_click,2025-03-25T13:16:15
CMP-6,31,email_open,2025-07-18T19:16:15
CMP-6,31,email_sent,2025-02-04T08:16:15
CMP-7,32,email_click,2025-07-11T03:16:15
CMP-1,32,email_click,2025-06-25T06:16:15
CMP-4,32,email_sent,2024-08-20T01:16:15
CMP-4,32,email_sent,2024-06-25T04:16:15
CMP-5,32,email_open,2024-12-24T13:16:15
CMP-4,32,email_click,2025-07-19T09:16:15
CMP-5,32,email_click,2025-05-29T22:16:15
CMP-5,32,email_sent,2025-06-28T12:16:15
CMP-4,32,email_sent,2025-10-19T16:16:15
CMP-6,32,email_open,2025-04-08T15:16:15
CMP-4,32,email_open,2025-05-09T10:16:15
CMP-3,32,email_sent,2024-07-29T22:16:15
CMP-5,32,email_click,2025-03-19T14:16:15
CMP-3,32,email_open,2025-06-11T20:16:15
CMP-3,32,email_click,2024-10-06T07:16:15
CMP-3,32,email_click,2024-11-25T13:16:15
CMP-7,32,email_open,2024-09-18T02:16:15
CMP-4,32,email_sent,2024-07-06T06:16:15
CMP-5,33,email_open,2025-10-19T07:16:15
CMP-1,33,email_sent,2024-10-14T17:16:15
CMP-7,33,email_open,2025-08-12T17:16:15
CMP-1,33,email_sent,2024-09-07T07:16:15
CMP-2,33,email_open,2025-10-18T21:16:15
CMP-1,33,email_sent,2025-10-17T11:16:15
CMP-3,33,email_sent,2024-12-14T13:16:15
CMP-5,33,email_sent,2024-09-14T06:16:15
CMP-2,33,email_sent,2025-05-21T05:16:15
CMP-1,33,email_open,2025-11-01T14:16:15
CMP-4,33,email_open,2025-11-23T17:16:15
CMP-2,33,email_open,2024-11-29T06:16:15
CMP-1,33,email_sent,2025-05-14T15:16:15
CMP-3,33,email_sent,2025-07-30T20:16:15
CMP-1,34,email_sent,2025-07-22T05:16:15
CMP-3,34,email_sent,2024-06-27T19:16:15
CMP-3,34,email_click,2025-06-14T10:16:15
CMP-1,34,email_sent,2024-07-08T17:16:15
CMP-3,34,email_sent,2024-06-29T17:16:15
CMP-1,34,email_sent,2024-08-12T07:16:15
CMP-2,34,email_sent,2024-07-19T05:16:15
CMP-2,34,email_open,2025-05-07T18:16:15
CMP-1,34,email_open,2025-02-10T13:16:15
CMP-4,34,email_sent,2024-11-30T16:16:15
CMP-5,34,email_sent,2025-10-16T16:16:15
CMP-2,34,email_sent,2025-05-26T02:16:15
CMP-6,34,email_sent,2025-06-13T16:16:15
CMP-1,34,email_sent,2024-09-28T20:16:15
CMP-6,34,email_click,2024-08-09T05:16:15
CMP-6,34,email_open,2024-09-03T00:16:15
CMP-3,35,email_open,2024-08-29T01:16:15
CMP-1,35,email_sent,2024-10-02T11:16:15
CMP-7,35,email_sent,2024-12-06T07:16:15
CMP-2,35,email_open,2025-06-23T07:16:15
CMP-6,35,email_open,2024-10-14T07:16:15
CMP-6,35,email_open,2025-01-25T07:16:15
CMP-6,35,email_sent,2024-11-23T20:16:15
CMP-7,35,email_open,2025-09-08T22:16:15
CMP-5,35,email_sent,2025-05-06T19:16:15
CMP-3,35,email_click,2024-12-16T19:16:15
CMP-6,35,email_open,2025-09-13T05:16:15
CMP-7,35,email_open,2024-07-27T02:16:15
CMP-1,35,email_sent,2024-06-21T09:16:15
CMP-5,35,email_open,2025-02-11T12:16:15
CMP-3,35,email_sent,2024-09-22T16:16:15
CMP-6,35,email_sent,2025-01-21T06:16:15
CMP-4,35,email_sent,2025-03-18T14:16:15
CMP-1,35,email_open,2025-10-30T10:16:15
CMP-2,35,email_sent,2025-10-17T02:16:15
CMP-1,35,email_sent,2024-06-14T13:16:15
CMP-2,35,email_click,2025-02-03T06:16:15
CMP-7,35,email_sent,2025-07-18T12:16:15
